Name,State,Lat,Lon,Elev_m,climSWE,dSWE,HUC02
Pope Ridge,USWA,47.9900,-120.5700,1094.2,113.0,0.0,HUC17
Potato Hill,USWA,46.3500,-121.5100,1374.6,139.0,0.4,HUC17
Quartz Peak,USWA,47.8800,-117.0900,1432.6,108.0,-0.2,HUC17
Rainy Pass,USWA,48.5200,-120.7400,1490.5,109.0,0.2,HUC17
Rex River,USWA,47.3000,-121.6000,1161.3,144.0,1.0,HUC17
Salmon Meadows,USWA,48.6600,-119.8400,1359.4,105.0,-0.2,HUC17
Sasse Ridge,USWA,47.3800,-121.0600,1322.8,133.0,0.2,HUC17
Satus Pass,USWA,45.9900,-120.6800,1207.0,NaN,0.0,HUC17
Sawmill Ridge,USWA,47.1600,-121.4200,1414.3,NaN,-0.3,HUC17
Sentinel Butte,USWA,48.8600,-118.4000,1426.5,NaN,-0.6,HUC17
Sheep Canyon,USWA,46.1900,-122.2500,1216.2,141.0,0.0,HUC17
Skate Creek,USWA,46.6400,-121.8300,1149.1,NaN,0.3,HUC17
Skookum Creek,USWA,47.6800,-121.6100,1008.9,182.0,0.0,HUC17
Sourdough Gulch,USWA,46.2400,-117.3900,1219.2,NaN,0.0,HUC17
Spencer Meadow,USWA,46.1800,-121.9300,1036.3,114.0,0.0,HUC17
Spirit Lake,USWA,46.2600,-122.1800,1072.9,NaN,-0.4,HUC17
Spruce Springs,USWA,46.1800,-117.5400,1737.4,NaN,0.0,HUC17
Stampede Pass,USWA,47.2700,-121.3400,1173.5,128.0,0.0,HUC17
Stevens Pass,USWA,47.7500,-121.0900,1204.0,150.0,0.0,HUC17
Surprise Lakes,USWA,46.0900,-121.7600,1307.6,122.0,NaN,HUC17
Swamp Creek,USWA,48.5700,-120.7800,1197.9,NaN,0.0,HUC17
Swift Creek,USWA,46.1600,-122.1800,1353.3,NaN,0.0,HUC17
Thunder Basin,USWA,48.5300,-120.9900,1316.7,107.0,NaN,HUC17
Tinkham Creek,USWA,47.3300,-121.4700,911.4,132.0,-0.3,HUC17
Touchet,USWA,46.1200,-117.8500,1685.5,116.0,0.5,HUC17
Trinity,USWA,48.0700,-120.8500,893.1,NaN,0.0,HUC17
Trough,USWA,47.2300,-120.2900,1670.3,121.0,0.2,HUC17
Upper Wheeler,USWA,47.2900,-120.3700,1319.8,89.0,0.0,HUC17
Waterhole,USWA,47.9400,-123.4300,1527.0,NaN,0.0,HUC17
Wells Creek,USWA,48.8700,-121.7900,1228.3,118.0,0.6,HUC17
White Pass E.S.,USWA,46.6400,-121.3800,1353.3,147.0,0.2,HUC17
Bald Mtn.,USWY,44.8000,-107.8400,2859.0,88.0,0.2,HUC10
Base Camp,USWY,43.9400,-110.4500,2151.9,102.0,0.0,HUC17
Battle Mountain,USWY,41.0500,-107.2700,2267.7,76.0,0.2,HUC14
Bear Trap Meadow,USWY,43.8900,-107.0600,2499.4,164.0,0.2,HUC10
Beartooth Lake,USWY,44.9400,-109.5700,2852.9,96.0,0.0,HUC10
Big Goose,USWY,44.5800,-107.2000,2435.4,NaN,0.2,HUC10
Big Sandy Opening,USWY,42.6500,-109.2600,2767.6,78.0,0.3,HUC14
Blackhall Mtn,USWY,41.0600,-106.7100,2993.1,NaN,0.0,HUC10
Blackwater,USWY,44.3800,-109.7900,2980.9,89.0,0.0,HUC10
Blind Bull Sum,USWY,42.9600,-110.6100,2636.5,86.0,0.2,HUC14
Bone Springs Div,USWY,44.6800,-107.5800,2849.9,95.0,0.0,HUC10
Brooklyn Lake,USWY,41.3600,-106.2300,3121.2,115.0,0.2,HUC10
Burgess Junction,USWY,44.7900,-107.5300,2401.8,99.0,0.0,HUC10
Burroughs Creek,USWY,43.7000,-109.6700,2667.0,82.0,-0.2,HUC10
Canyon,USWY,44.7200,-110.5100,2398.8,97.0,0.0,HUC10
Casper Mtn.,USWY,42.7300,-106.3200,2407.9,101.0,0.0,HUC10
Castle Creek,USWY,43.6700,-109.3800,2560.3,NaN,0.2,HUC10
Cinnabar Park,USWY,41.2400,-106.2300,2918.2,NaN,0.0,HUC10
Cloud Peak Reservoir,USWY,44.4000,-107.0600,3005.3,112.0,0.0,HUC10
Cold Springs,USWY,43.2800,-109.4500,2935.2,97.0,0.2,HUC10
Cole Canyon,USWY,44.4900,-104.4100,1801.4,NaN,-0.6,HUC10
Cottonwood Creek,USWY,42.6500,-110.8100,2337.8,93.0,0.0,HUC17
Crow Creek,USWY,41.2300,-105.3800,2539.0,NaN,0.0,HUC10
Deer Park,USWY,42.5900,-108.9000,2956.6,NaN,0.0,HUC10
Divide Peak,USWY,41.3000,-107.1500,2706.6,83.0,0.3,HUC10
Dome Lake,USWY,44.5700,-107.3000,2706.6,109.0,0.0,HUC10
East Rim Divide,USWY,43.1300,-110.2000,2417.1,81.0,0.2,HUC14
Elkhart Park G.S.,USWY,43.0100,-109.7600,2865.1,78.0,0.3,HUC14
Evening Star,USWY,44.6500,-109.7800,2804.2,108.0,0.2,HUC10
Grand Targhee,USWY,43.7800,-110.9300,2822.4,NaN,0.2,HUC17
Granite Creek,USWY,43.3400,-110.4300,2063.5,101.0,0.2,HUC17
Grassy Lake,USWY,44.1300,-110.8300,2214.4,90.0,0.2,HUC17
Grave Springs,USWY,43.4700,-107.2400,2606.0,94.0,0.0,HUC10
Gros Ventre Summit,USWY,43.3900,-110.1300,2667.0,77.0,0.3,HUC17
Gunsight Pass,USWY,43.3800,-109.8800,2993.1,NaN,0.3,HUC17
Hams Fork,USWY,42.1500,-110.6800,2389.6,96.0,-0.5,HUC14
Hansen Sawmill,USWY,44.2600,-106.9800,2548.1,143.0,0.3,HUC10
Hobbs Park,USWY,42.8700,-109.0900,3078.5,86.0,0.0,HUC10
Indian Creek,USWY,42.3000,-110.6800,2872.7,80.0,0.0,HUC14
Kelley R.S.,USWY,42.2700,-110.8000,2493.3,83.0,0.0,HUC14
Kendall R.S.,USWY,43.2500,-110.0200,2359.2,100.0,0.2,HUC14
Kirwin,USWY,43.8600,-109.3200,2910.8,94.0,0.0,HUC10
Laprele Creek,USWY,42.4400,-105.8600,2552.7,113.0,0.0,HUC10
Larsen Creek,USWY,42.5800,-109.0900,2743.2,NaN,1.1,HUC10
Lewis Lake Divide,USWY,44.2100,-110.6700,2392.7,84.0,0.2,HUC17
Little Goose,USWY,44.5400,-107.1800,2703.6,NaN,0.0,HUC10
Little Snake River,USWY,41.0700,-106.9400,2717.3,NaN,0.0,HUC14
Little Warm,USWY,43.5000,-109.7500,2856.0,96.0,0.2,HUC10
Loomis Park,USWY,43.1700,-110.1400,2511.6,81.0,0.0,HUC14
Marquette,USWY,44.3000,-109.2400,2670.0,73.0,0.0,HUC10
Med Bow,USWY,41.3800,-106.3500,3200.4,NaN,0.0,HUC10
Middle Powder,USWY,43.6300,-107.1800,2365.2,103.0,0.0,HUC10
New Fork Lake,USWY,43.1100,-109.9500,2542.0,88.0,0.2,HUC14
North French Creek,USWY,41.3300,-106.3800,3087.6,100.0,0.2,HUC10
Old Battle,USWY,41.1500,-106.9700,3048.0,96.0,0.0,HUC10
Owl Creek,USWY,43.6600,-109.0100,2735.6,106.0,0.0,HUC10
Parker Peak,USWY,44.7300,-109.9100,2865.1,114.0,0.0,HUC10
Phillips Bench,USWY,43.5200,-110.9100,2499.4,93.0,0.2,HUC17
Pocket Creek,USWY,42.7100,-109.4100,2852.9,NaN,NaN,HUC14
Powder River Pass,USWY,44.1600,-107.1300,2889.5,114.0,0.0,HUC10
Reno Hill,USWY,42.5700,-106.0900,2560.3,110.0,0.2,HUC10
Sage Creek Basin,USWY,41.4000,-107.2600,2392.7,NaN,0.2,HUC10
Salt River Summit,USWY,42.5100,-110.9100,2328.7,88.0,0.0,HUC17
Sand Lake,USWY,41.4600,-106.2800,3063.2,102.0,0.4,HUC10
Sandstone RS,USWY,41.1100,-107.1700,2484.1,100.0,-0.6,HUC14
Shell Creek,USWY,44.5000,-107.4300,2920.0,100.0,0.0,HUC10
Snake River Station,USWY,44.1300,-110.6700,2109.2,94.0,0.3,HUC17
Snider Basin,USWY,42.4900,-110.5300,2456.7,89.0,0.4,HUC14
Soldier Park,USWY,44.3500,-107.0100,2657.9,NaN,0.4,HUC10
South Brush Creek,USWY,41.3300,-106.5000,2572.5,83.0,0.3,HUC10
South Pass,USWY,42.5700,-108.8400,2755.4,83.0,0.0,HUC10
Spring Creek Divide,USWY,42.5300,-110.6600,2743.2,90.0,0.2,HUC14
St. Lawrence Alt,USWY,43.0300,-109.1700,2627.4,57.0,0.0,HUC10
Sucker Creek,USWY,44.7200,-107.4000,2706.6,121.0,0.0,HUC10
Sylvan Lake,USWY,44.4800,-110.1600,2566.4,90.0,0.0,HUC10
Sylvan Road,USWY,44.4800,-110.0400,2170.2,95.0,-0.3,HUC10
Thumb Divide,USWY,44.3700,-110.5800,2432.3,86.0,0.2,HUC10
Tie Creek,USWY,44.8100,-107.4100,2094.0,112.0,0.0,HUC10
Timber Creek,USWY,44.0300,-109.1800,2423.2,78.0,0.0,HUC10
Togwotee Pass,USWY,43.7500,-110.0600,2920.0,99.0,0.0,HUC10
Townsend Creek,USWY,42.7000,-108.9000,2651.8,104.0,0.0,HUC10
Triple Peak,USWY,42.7600,-110.5900,2590.8,96.0,0.3,HUC14
Two Ocean Plateau,USWY,44.1500,-110.2200,2816.4,90.0,0.2,HUC17
Webber Springs,USWY,41.1600,-106.9300,2819.4,85.0,0.0,HUC10
Whiskey Park,USCO,41.0000,-106.9100,2728.0,109.0,0.3,HUC14
Willow Creek,USWY,42.8200,-110.8400,2462.8,91.0,0.2,HUC17
Windy Peak,USWY,42.2800,-105.5800,2407.9,149.0,0.0,HUC10
Wolverine,USWY,44.8000,-109.6600,2331.7,98.0,0.0,HUC10
Younts Peak,USWY,43.9300,-109.8200,2545.1,100.0,0.0,HUC10
ADIN MOUNTAIN,USCA,41.2370,-120.7920,1889.8,99.0,-0.5,HUC18
AGNEW PASS,USCA,37.7244,-119.1430,2880.4,NaN,NaN,HUC18
ALPHA (SMUD),USCA,38.8042,-120.2156,2316.5,73.0,-0.6,HUC18
BLACKCAP BASIN,USCA,37.0670,-118.7700,3139.4,46.0,0.0,HUC18
BEACH MEADOWS,USCA,36.1261,-118.2935,2331.7,NaN,0.0,HUC18
BIG FLAT,USCA,41.0800,-122.9420,1554.5,119.0,0.0,HUC18
BIG PINE CREEK,USCA,37.1279,-118.4782,2987.0,NaN,NaN,HUC18
BIG MEADOWS (DWR),USCA,36.7154,-118.8434,2316.5,NaN,NaN,HUC18
BUCKS LAKE,USCA,39.8500,-121.2420,1752.6,NaN,NaN,HUC18
BLACKS MOUNTAIN,USCA,40.7698,-121.1997,2148.8,91.0,-0.4,HUC18
BLUE CANYON,USCA,39.2761,-120.7081,1609.3,NaN,-0.9,HUC18
BLOODS CREEK,USCA,38.4500,-120.0330,2194.6,79.0,-0.2,HUC18
BLUE LAKES,USCA,38.6130,-119.9310,2438.4,79.0,0.0,HUC18
BLACK SPRINGS,USCA,38.3750,-120.1920,1981.2,80.0,0.0,HUC18
BIG MEADOWS (SCS),USNV,39.4580,-119.9460,2651.8,76.0,-0.3,HUC16
BONANZA KING,USCA,41.0830,-122.6280,1966.0,71.0,-0.2,HUC18
BISHOP PASS,USCA,37.1000,-118.5570,3413.8,NaN,NaN,HUC18
BURNSIDE LAKE,USCA,38.7194,-119.8942,2477.7,NaN,-0.3,HUC16
BETA,USCA,38.8000,-120.2000,2316.5,NaN,NaN,HUC18
CAPLES LAKE,USCA,38.7100,-120.0420,2438.4,89.0,-0.2,HUC18
CRABTREE MEADOW,USCA,36.5637,-118.3479,3261.4,40.0,0.0,HUC18
CEDAR PASS,USCA,41.5830,-120.3030,2164.1,90.0,-0.2,HUC18
CHILKOOT MEADOW,USCA,37.4100,-119.4900,2179.3,81.0,-0.6,HUC18
CHAGOOPA PLATEAU,USCA,36.4971,-118.4467,3139.4,51.0,-0.3,HUC18
CHARLOTTE LAKE,USCA,36.7777,-118.4266,3169.9,NaN,NaN,HUC18
CENT SIERRA SNOW LAB,USCA,39.3250,-120.3670,2103.1,74.0,-0.7,HUC18
CASA VIEJA MEADOWS,USCA,36.1984,-118.2716,2529.8,47.0,-0.5,HUC18
COTTONWOOD LAKES,USCA,36.4838,-118.1775,3093.7,60.0,-0.2,HUC18
CROWDER FLAT,USCA,41.8934,-120.7519,1554.5,NaN,NaN,HUC18
CARSON PASS,USCA,38.6924,-120.0021,2546.0,NaN,-0.3,HUC18
DANA MEADOWS,USCA,37.8970,-119.2570,2987.0,58.0,-0.5,HUC18
DEADMAN CREEK,USCA,38.3316,-119.6541,2819.4,107.0,-0.4,HUC18
DEVIL'S POSTPILE,USCA,37.6294,-119.0847,2307.0,NaN,0.0,HUC18
DISMAL SWAMP,USCA,41.9930,-120.1650,2148.8,83.0,-0.6,HUC17
EBBETTS PASS,USCA,38.5610,-119.8080,2651.8,79.0,-0.3,HUC16
ECHO PEAK 5,USCA,38.8490,-120.0790,2377.4,84.0,-0.4,HUC16
FORESTDALE CREEK,USCA,38.6824,-119.9597,2443.6,NaN,-0.3,HUC16
FALLEN LEAF LAKE,USCA,38.9320,-120.0560,1905.0,NaN,0.0,HUC16
FOUR TREES,USCA,39.8124,-121.3225,1569.7,11.0,-0.9,HUC18
FORNI RIDGE,USCA,38.8050,-120.2130,2316.5,114.0,-0.6,HUC18
FAREWELL GAP,USCA,36.4151,-118.5789,2895.6,NaN,NaN,HUC18
GEM PASS,USCA,37.7800,-119.1700,3276.6,NaN,NaN,HUC18
GIN FLAT,USCA,37.7670,-119.7730,2148.8,96.0,-0.4,HUC18
GREEK STORE,USCA,39.0750,-120.5580,1706.9,95.0,-0.5,HUC18
GIANT FOREST (USACE),USCA,36.5620,-118.7650,2026.9,NaN,0.0,HUC18
GIANELLI MEADOW,USCA,38.2043,-119.8932,2560.3,80.0,0.0,HUC18
GOLD LAKE,USCA,39.6748,-120.6172,2057.4,80.0,0.0,HUC18
GREEN MOUNTAIN,USCA,37.5550,-119.2380,2407.9,16.0,-0.9,HUC18
GRAVEYARD MEADOW,USCA,37.4650,-119.2900,2103.1,74.0,-0.7,HUC18
GRIZZLY RIDGE,USCA,39.9170,-120.6450,2103.1,71.0,-0.2,HUC18
HAGANS MEADOW,USCA,38.8530,-119.9400,2438.4,100.0,-0.6,HUC16
HIGHLAND MEADOW,USCA,38.4873,-119.8058,2651.8,86.0,-0.3,HUC18
HIGHLAND LAKES,USCA,41.0930,-122.4830,1837.9,80.0,-0.4,HUC18
HUMBUG,USCA,40.1150,-121.3680,1981.2,82.0,0.0,HUC18
HUNTINGTON LAKE (USBR),USCA,37.2280,-119.2210,2133.6,81.0,-0.5,HUC18
HORSE MEADOW (NRCS),USCA,38.8365,-119.8873,2608.2,NaN,-0.3,HUC16
HARKNESS FLAT,USCA,40.4180,-121.2750,1889.8,NaN,-0.7,HUC18
HORSE MEADOW,USCA,38.1580,-119.6620,2560.3,NaN,NaN,HUC18
HULL MTN,USCA,39.5333,-122.9483,1969.3,NaN,NaN,HUC18
HEAVENLY VALLEY,USCA,38.9290,-119.9170,2682.2,69.0,-0.3,HUC16
HUYSINK,USCA,39.2820,-120.5270,2011.7,73.0,0.0,HUC18
INDEPENDENCE CAMP,USCA,39.4526,-120.2986,2133.6,86.0,-0.6,HUC16
INDEPENDENCE LAKE (SCS),USCA,39.4350,-120.3220,2575.6,61.0,0.3,HUC16
INDEPENDENCE CREEK,USCA,39.4940,-120.2930,1981.2,53.0,-0.3,HUC16
LOWER KIBBIE RIDGE,USCA,38.0320,-119.8770,2042.2,67.0,-0.7,HUC18
KAISER POINT,USCA,37.3000,-119.1000,2804.2,55.0,-0.7,HUC18
KETTLE ROCK,USCA,40.1400,-120.7150,2225.0,84.0,-0.4,HUC18
LOBDELL LAKE,USCA,38.4400,-119.3770,2804.2,68.0,0.0,HUC16
LOWER LASSEN PEAK,USCA,40.4666,-121.5081,2514.6,NaN,0.0,HUC18
LAKE LOIS,USCA,38.9250,-120.1970,2621.3,NaN,NaN,HUC18
LEAVITT MEADOWS,USCA,38.3050,-119.5520,2194.6,92.0,-0.2,HUC16
LEAVITT LAKE,USCA,38.2820,-119.6210,2926.1,NaN,0.0,HUC16
MAMMOTH PASS (LADWP),USCA,37.6100,-119.0330,2834.6,NaN,NaN,HUC18
MIDDLE BOULDER 3,USCA,41.2250,-122.8110,1889.8,83.0,-0.5,HUC18
MUD LAKE,USCA,38.6150,-120.1400,2407.9,NaN,NaN,HUC18
MEADOW LAKE,USCA,39.4061,-120.5063,2194.6,NaN,-0.4,HUC18
MEDICINE LAKE,USCA,41.5869,-121.6131,2042.2,87.0,-0.2,HUC18
MAMMOTH PASS (USBR),USCA,37.6100,-119.0330,2834.6,59.0,0.0,HUC18
MONITOR PASS,USCA,38.6700,-119.6150,2545.1,86.0,-0.2,HUC16
MARLETTE LAKE,USNV,39.1730,-119.9050,2438.4,69.0,0.2,HUC16
MOUNT ROSE SKI AREA,USNV,39.3260,-119.9020,2712.7,65.0,-0.2,HUC16
MITCHELL MEADOW,USCA,36.7370,-118.7120,3017.5,54.0,0.3,HUC18
MUMBO BASIN,USCA,41.1970,-122.5230,1722.1,77.0,-0.5,HUC18
NOEL SPRING,USCA,39.5380,-122.6670,1554.5,NaN,NaN,HUC18
PARADISE MEADOW,USCA,38.0470,-119.6700,2331.7,NaN,NaN,HUC18
PETERSON FLAT,USCA,41.3023,-122.5277,2179.3,70.0,-0.4,HUC18
PILOT PEAK (DWR),USCA,39.7859,-120.8778,2072.6,102.0,-0.4,HUC18
PASCOES,USCA,35.9670,-118.3500,2788.9,44.0,-0.2,HUC18
PLASKETT MEADOWS,USCA,39.7250,-122.8500,1828.8,NaN,NaN,HUC18
POISON FLAT,USCA,38.5010,-119.6310,2407.9,105.0,0.0,HUC16
POISON RIDGE,USCA,37.4030,-119.5200,2103.1,94.0,-0.8,HUC18
QUAKING ASPEN,USCA,36.1175,-118.5399,2194.6,9.0,-0.4,HUC18
ROBBS SADDLE,USCA,38.9115,-120.3793,1798.3,78.0,-0.7,HUC18
ROBBS POWERHOUSE,USCA,38.9024,-120.3765,1569.7,NaN,NaN,HUC18
ROBINSON COW CAMP,USCA,39.6219,-120.6800,1975.1,NaN,-0.5,HUC18
ROCK CREEK LAKES,USCA,37.4573,-118.7351,2956.6,52.0,-0.7,HUC18
LOWER RELIEF VALLEY,USCA,38.2430,-119.7580,2468.9,NaN,NaN,HUC18
RUBICON PEAK 2,USCA,39.0010,-120.1400,2286.0,65.0,-0.4,HUC16
RED ROCK MOUNTAIN,USCA,41.0230,-122.8850,2042.2,65.0,-0.4,HUC18
RATTLESNAKE,USCA,40.1250,-121.0430,1859.3,86.0,-0.8,HUC18
SCHNEIDERS,USCA,38.7470,-120.0680,2667.0,NaN,NaN,HUC18
SCOTT MOUNTAIN,USCA,41.2720,-122.7180,1798.3,64.0,0.0,HUC18
SAND FLAT,USCA,41.3504,-122.2464,2057.4,62.0,-0.5,HUC18
SUMMIT MEADOW,USCA,38.3975,-119.5356,2838.6,NaN,0.0,HUC16
SHIMMY LAKE,USCA,41.0080,-122.8000,1950.7,36.0,-0.3,HUC18
SILVER LAKE,USCA,38.6780,-120.1180,2164.1,96.0,-0.6,HUC18
SLIDE CANYON,USCA,38.0920,-119.4300,2804.2,73.0,-0.6,HUC18
SOUTH LAKE,USCA,37.1759,-118.5627,2926.1,56.0,0.0,HUC18
STANISLAUS MEADOW,USCA,38.5055,-119.9373,2362.2,73.0,-0.3,HUC18
SLATE CREEK,USCA,41.0450,-122.4780,1737.4,68.0,-0.5,HUC18
SNOW FLAT,USCA,37.8270,-119.4970,2651.8,NaN,NaN,HUC18
SNOW MOUNTAIN,USCA,40.7780,-121.7820,1813.6,120.0,-0.5,HUC18
SONORA PASS BRIDGE,USCA,38.3180,-119.6010,2667.0,70.0,0.0,HUC16
SPRATT CREEK,USCA,38.6663,-119.8174,1874.5,NaN,0.0,HUC16
SQUAW VALLEY GOLD COAST,USCA,39.1940,-120.2760,2499.4,55.0,0.2,HUC16
SIERRA SNOW LAB,USCA,39.3190,-120.3670,2118.4,NaN,NaN,HUC18
STATE LAKES,USCA,36.9270,-118.5740,3139.4,47.0,0.3,HUC18
STOUTS MEADOW,USCA,41.1700,-121.9380,1645.9,87.0,-0.6,HUC18
OSTRANDER LAKE,USCA,37.6370,-119.5500,2499.4,92.0,-0.5,HUC18
SAWMILL,USCA,37.1619,-118.5625,3109.0,60.0,0.0,HUC18
TAHOE CITY CROSS,USCA,39.1714,-120.1547,2057.4,18.0,0.0,HUC16
TIOGA PASS ENTRY STATION,USCA,37.9109,-119.2584,3031.2,NaN,NaN,HUC18
TRUCKEE 2,USCA,39.3000,-120.1940,1950.7,78.0,-0.6,HUC16
TAMARACK SUMMIT,USCA,37.1650,-119.2000,2301.2,49.0,-0.7,HUC18
TENAYA LAKE,USCA,37.8380,-119.4480,2484.1,NaN,-0.3,HUC18
TUOLUMNE MEADOWS,USCA,37.8730,-119.3500,2621.3,50.0,-0.7,HUC18
TUNNEL GUARD STATION,USCA,36.3670,-118.2880,2712.7,NaN,NaN,HUC18
UPPER BURNT CORRAL,USCA,37.1836,-118.9378,2956.6,66.0,-0.3,HUC18
UPPER TYNDALL CREEK,USCA,36.6500,-118.3970,3474.7,48.0,0.0,HUC18
VOLCANIC KNOB,USCA,37.3880,-118.9030,3063.2,64.0,NaN,HUC18
VIRGINIA LAKES RIDGE,USCA,38.0770,-119.2340,2834.6,71.0,0.0,HUC16
VAN VLECK,USCA,38.9440,-120.3061,2042.2,84.0,-0.5,HUC18
WARD CREEK 3,USCA,39.1356,-120.2187,2057.4,89.0,-0.3,HUC16
WHITE WOLF,USCA,37.8595,-119.6516,2407.9,NaN,-0.8,HUC18
WET MEADOWS,USCA,36.3480,-118.5720,2728.0,47.0,-1.1,HUC18
WEST WOODCHUCK MEADOW,USCA,37.0300,-118.9180,2773.7,NaN,NaN,HUC18
