SnowToday Calculated SWE Summary Data : 2023-05-08
Column01 : site name
Column02 : latitude
Column03 : longitude
Column04 : elevation
Column05 : SWE (inches)
Column06 : percent of median long-term (25+yr) SWE
Column07 : daily change in SWE (inches)
Column08 : State
Column09 : HUC02
Column10 : HUC04
Name,Lat,Lon,Elev_m,SWE,normSWE,dSWE,State,HUC02,HUC04
Lakefork Basin,40.7400,-110.6200,3317.7,25.2,144.0,0.0,USUT,HUC14,1406
Lasal Mountain,38.4800,-109.2700,2919.4,8.3,NaN,-0.5,USUT,HUC14,1403
Lasal Mountain-Lower,38.4800,-109.2900,2677.1,31.3,NaN,0.0,USUT,HUC14,1403
Lightning Ridge,41.3600,-111.4900,2503.9,NaN,NaN,0.0,USUT,HUC16,1602
Lily Lake,40.8600,-110.8000,2783.7,17.6,148.0,0.0,USUT,HUC16,1601
Little Bear,41.4100,-111.8300,1995.8,11.5,NaN,-1.2,USUT,HUC16,1601
Little Grassy,37.4900,-113.8500,1848.6,25.1,NaN,0.0,USUT,HUC16,1603
Lonesome Beaver,38.0700,-110.7700,2868.2,7.0,NaN,-0.6,USUT,HUC14,1407
Long Flat,37.5100,-113.4000,2432.9,0.0,NaN,0.0,USUT,HUC16,1603
Long Valley Jct,37.4900,-112.5100,2275.3,7.2,NaN,0.0,USUT,HUC16,1603
Lookout Peak,40.8400,-111.7100,2487.5,16.8,292.0,-0.2,USUT,HUC16,1602
Lost Creek Resv,41.2200,-111.3600,1853.8,10.0,NaN,0.0,USUT,HUC16,1602
Louis Meadow,40.8300,-111.7600,2042.2,0.0,NaN,-1.1,USUT,HUC16,1602
Mammoth-Cottonwood,39.6800,-111.3200,2654.5,25.7,NaN,NaN,USUT,HUC16,1603
Merchant Valley,38.3000,-112.4400,2653.3,5.1,NaN,-0.2,USUT,HUC16,1603
Midway Valley,37.5700,-112.8400,2995.3,2.8,231.0,-0.5,USUT,HUC16,1603
Mill-D North,40.6600,-111.6400,2731.9,7.4,399.0,0.3,USUT,HUC16,1602
Mining Fork,40.4900,-112.6100,2528.3,56.9,295.0,-0.2,USUT,HUC16,1602
Monte Cristo,41.4700,-111.5000,2722.5,NaN,215.0,0.0,USUT,HUC16,1601
Mosby Mtn.,40.6100,-109.8900,2911.8,23.9,347.0,0.0,USUT,HUC14,1406
Mt Baldy,39.1400,-111.5100,2902.9,3.9,NaN,0.0,USUT,HUC16,1603
Mt Pennell,37.9800,-110.7900,2806.9,24.2,NaN,-1.0,USUT,HUC14,1407
Oak Creek,39.3500,-112.3300,2392.7,25.2,NaN,-0.8,USUT,HUC16,1603
Panguitch Lake RS,37.7000,-112.6500,2545.1,NaN,NaN,0.0,USUT,HUC16,1603
Parleys Summit,40.7600,-111.6300,2311.9,13.0,NaN,-0.3,USUT,HUC16,1602
Parleys Upper,40.7000,-111.6100,2546.0,30.8,NaN,-0.4,USUT,HUC16,1602
Parrish Creek,40.9300,-111.8100,2359.2,26.1,NaN,-0.5,USUT,HUC16,1602
Payson R.S.,39.9300,-111.6300,2451.8,0.0,NaN,-0.3,USUT,HUC16,1602
Pickle Keg,39.0100,-111.5800,2749.3,2.9,255.0,0.0,USUT,HUC16,1603
Pine Creek,38.8800,-112.2500,2662.1,0.0,240.0,0.0,USUT,HUC16,1603
Red Pine Ridge,39.4500,-111.2700,2739.5,21.1,250.0,0.0,USUT,HUC14,1406
Redden Mine Lwr,40.6800,-111.2200,2600.6,0.0,NaN,-0.2,USUT,HUC16,1602
Rees Flat,39.5000,-111.7300,2196.4,14.6,NaN,-0.6,USUT,HUC16,1603
Rock Creek,40.5500,-110.6900,2403.7,7.4,NaN,-0.5,USUT,HUC14,1406
Rocky Basin-Settleme,40.4400,-112.2200,2653.0,3.3,232.0,0.3,USUT,HUC16,1602
Santaquin Meadows,39.9200,-111.7200,2388.1,7.9,NaN,-0.3,USUT,HUC16,1602
Seeley Creek,39.3100,-111.4300,3018.7,3.4,186.0,0.0,USUT,HUC14,1406
Smith Morehouse,40.7900,-111.0900,2325.9,26.1,NaN,-0.4,USUT,HUC16,1602
Snowbird,40.5700,-111.6600,2797.1,35.4,187.0,0.0,USUT,HUC16,1602
Spirit Lk,40.8400,-110.0100,3119.6,16.5,NaN,0.0,USUT,HUC14,1404
Steel Creek Park,40.9100,-110.5000,3096.2,11.1,113.0,0.0,USUT,HUC14,1404
Strawberry Divide,40.1600,-111.2100,2475.9,13.6,NaN,-0.5,USUT,HUC14,1406
Sunflower Flat,38.0500,-111.3400,3053.5,13.2,NaN,0.0,USUT,HUC14,1407
Suu Ranch,37.6000,-112.9300,2453.6,27.0,NaN,0.0,USUT,HUC16,1603
Takka Wiiya,39.7400,-113.9800,2780.4,34.9,NaN,0.0,USUT,HUC16,1602
Temple Fork,41.7900,-111.5500,2257.3,15.0,NaN,0.0,USUT,HUC16,1601
Thaynes Canyon,40.6200,-111.5300,2813.3,4.5,209.0,0.3,USUT,HUC16,1602
Thistle Flat,39.2400,-111.5200,2678.3,29.4,NaN,0.0,USUT,HUC16,1603
Timberline,39.6800,-110.4300,2662.7,8.1,NaN,-0.4,USUT,HUC14,1406
Timpanogos Divide,40.4300,-111.6200,2481.1,0.0,707.0,-0.4,USUT,HUC16,1602
Tony Grove Lake,41.9000,-111.6300,2582.9,26.8,189.0,0.5,USUT,HUC16,1601
Tony Grove RS,41.8900,-111.5700,1930.0,9.3,NaN,-0.8,USUT,HUC16,1601
Trial Lake,40.6800,-110.9500,3045.6,2.4,162.0,0.0,USUT,HUC16,1602
Trout Creek,40.7400,-109.6700,2901.1,0.0,415.0,0.0,USUT,HUC14,1406
Upper Joes Valley,39.4200,-111.2500,2620.1,2.8,NaN,-0.4,USUT,HUC14,1406
Usu Doc Daniel,41.8600,-111.5100,2520.7,0.0,NaN,0.2,USUT,HUC16,1601
Vernon Creek,39.9400,-112.4100,2255.8,0.0,NaN,-0.6,USUT,HUC16,1602
Webster Flat,37.5800,-112.9000,2805.1,48.4,NaN,-1.1,USUT,HUC16,1603
White River #1,39.9600,-110.9900,2633.8,0.0,NaN,-0.5,USUT,HUC14,1406
Widtsoe #3,37.8400,-111.8800,2938.3,21.7,269.0,-0.6,USUT,HUC16,1603
Wrigley Creek,39.1300,-111.3600,2842.9,NaN,NaN,-0.4,USUT,HUC14,1406
Yankee Reservoir,37.7500,-112.7700,2649.3,14.7,NaN,0.0,USUT,HUC16,1603
Alpine Meadows,47.7800,-121.7000,1066.8,38.3,100.0,-0.6,USWA,HUC17,1711
Beaver Pass,48.8800,-121.2600,1106.4,48.7,NaN,-0.5,USWA,HUC17,1711
Blewett Pass,47.3500,-120.6800,1292.4,24.8,NaN,NaN,USWA,HUC17,1702
Brown Top,48.9300,-121.2000,1777.0,42.6,NaN,-0.6,USWA,HUC17,1711
Buckinghorse,47.7100,-123.4600,1484.4,16.5,NaN,-0.5,USWA,HUC17,1711
Bumping Ridge,46.8100,-121.3300,1405.1,33.3,69.0,-0.3,USWA,HUC17,1703
Bunchgrass Mdw,48.6900,-117.1800,1524.0,1.4,78.0,-0.4,USWA,HUC17,1701
Burnt Mountain,47.0400,-121.9400,1271.0,4.4,NaN,-0.3,USWA,HUC17,1711
Calamity,45.9000,-122.2200,762.0,0.0,NaN,0.0,USWA,HUC17,1708
Cayuse Pass,46.8700,-121.5300,1597.2,19.1,NaN,-0.3,USWA,HUC17,1708
Corral Pass,47.0200,-121.4600,1767.8,43.4,90.0,-0.2,USWA,HUC17,1711
Cougar Mountain,47.2800,-121.6700,975.4,48.2,NaN,-0.5,USWA,HUC17,1711
Dungeness,47.8700,-123.0800,1222.2,17.3,NaN,-0.4,USWA,HUC17,1711
Easy Pass,48.8600,-121.4400,1606.3,16.7,NaN,-0.4,USWA,HUC17,1711
Elbow Lake,48.6900,-121.9100,926.6,20.2,NaN,-0.5,USWA,HUC17,1711
Fish Lake,47.5400,-121.0900,1045.5,13.5,56.0,-0.9,USWA,HUC17,1703
Gold Axe Camp,48.9500,-118.9900,1633.7,18.6,NaN,0.0,USWA,HUC17,1702
Gold Mountain,48.1900,-118.4600,1338.1,4.0,NaN,0.0,USWA,HUC17,1702
Green Lake,46.5500,-121.1700,1804.4,4.0,109.0,-0.2,USWA,HUC17,1703
Grouse Camp,47.2800,-120.4900,1642.9,35.9,NaN,-0.4,USWA,HUC17,1703
Harts Pass,48.7200,-120.6600,1978.2,20.5,100.0,-0.6,USWA,HUC17,1702
Huckleberry Creek,47.0700,-121.5900,685.8,18.6,NaN,NaN,USWA,HUC17,1711
Indian Rock,45.9900,-120.8100,1633.7,11.4,NaN,-0.3,USWA,HUC17,1707
June Lake,46.1500,-122.1500,1048.5,68.7,300.0,-0.6,USWA,HUC17,1708
Lone Pine,46.2700,-121.9600,1197.9,19.1,151.0,-0.2,USWA,HUC17,1708
Lost Horse,46.3600,-121.0800,1560.6,19.4,NaN,-0.7,USWA,HUC17,1703
Lyman Lake,48.2000,-120.9200,1822.7,14.3,80.0,0.2,USWA,HUC17,1702
Lynn Lake,47.2000,-121.7800,1188.7,19.0,NaN,-0.5,USWA,HUC17,1711
Marten Ridge,48.7600,-121.7000,1072.9,0.0,NaN,-0.8,USWA,HUC17,1711
Meadows Pass,47.2800,-121.4700,984.5,11.2,NaN,-0.9,USWA,HUC17,1711
MF Nooksack,48.8200,-121.9300,1514.9,17.4,NaN,0.0,USWA,HUC17,1711
Morse Lake,46.9100,-121.4800,1649.0,34.2,NaN,NaN,USWA,HUC17,1703
Moses Mtn,48.3600,-119.0800,1527.0,12.7,129.0,-0.5,USWA,HUC17,1702
Mount Crag,47.7600,-123.0300,1207.0,10.6,151.0,-0.3,USWA,HUC17,1711
Mount Gardner,47.3600,-121.5700,890.0,35.0,NaN,0.0,USWA,HUC17,1711
Mowich,46.9300,-121.9500,963.2,50.7,NaN,0.0,USWA,HUC17,1711
Muckamuck,48.5900,-119.8700,1362.5,6.2,NaN,0.0,USWA,HUC17,1702
Olallie Meadows,47.3700,-121.4400,1228.3,33.4,97.0,-0.7,USWA,HUC17,1703
Paradise,46.7800,-121.7500,1563.6,13.3,96.0,0.0,USWA,HUC17,1711
Park Creek Ridge,48.4400,-120.9200,1402.1,4.3,77.0,-1.0,USWA,HUC17,1702
Pepper Creek,46.1000,-121.9600,652.3,42.5,NaN,0.0,USWA,HUC17,1708
Pigtail Peak,46.6200,-121.3900,1767.8,14.9,75.0,0.0,USWA,HUC17,1708
Pinto Rock,46.3200,-121.9400,1353.3,9.3,NaN,0.0,USWA,HUC17,1708
Pope Ridge,47.9900,-120.5700,1094.2,9.7,NaN,0.0,USWA,HUC17,1702
Potato Hill,46.3500,-121.5100,1374.6,6.6,140.0,-0.6,USWA,HUC17,1707
Quartz Peak,47.8800,-117.0900,1432.6,6.5,46.0,-0.7,USWA,HUC17,1701
Rainy Pass,48.5200,-120.7400,1490.5,0.0,74.0,-0.3,USWA,HUC17,1711
Rex River,47.3000,-121.6000,1161.3,52.2,NaN,-0.3,USWA,HUC17,1711
Salmon Meadows,48.6600,-119.8400,1359.4,26.6,NaN,0.0,USWA,HUC17,1702
Sasse Ridge,47.3800,-121.0600,1322.8,NaN,NaN,NaN,USWA,HUC17,1703
Satus Pass,45.9900,-120.6800,1207.0,47.7,NaN,-0.5,USWA,HUC17,1707
Sawmill Ridge,47.1600,-121.4200,1414.3,44.5,NaN,-0.4,USWA,HUC17,1711
Sentinel Butte,48.8600,-118.4000,1426.5,13.2,NaN,NaN,USWA,HUC17,1702
Sheep Canyon,46.1900,-122.2500,1216.2,16.9,187.0,-0.6,USWA,HUC17,1708
Skate Creek,46.6400,-121.8300,1149.1,19.7,NaN,-0.6,USWA,HUC17,1708
Skookum Creek,47.6800,-121.6100,1008.9,0.0,NaN,-0.9,USWA,HUC17,1711
Sourdough Gulch,46.2400,-117.3900,1219.2,49.8,NaN,0.0,USWA,HUC17,1706
Spencer Meadow,46.1800,-121.9300,1036.3,31.2,191.0,-0.7,USWA,HUC17,1708
Spirit Lake,46.2600,-122.1800,1072.9,9.5,NaN,-1.3,USWA,HUC17,1708
Spruce Springs,46.1800,-117.5400,1737.4,2.1,NaN,0.0,USWA,HUC17,1706
Stampede Pass,47.2700,-121.3400,1173.5,78.1,89.0,-0.5,USWA,HUC17,1711
Stevens Pass,47.7500,-121.0900,1204.0,25.9,94.0,-0.6,USWA,HUC17,1702
Surprise Lakes,46.0900,-121.7600,1307.6,10.1,134.0,-0.4,USWA,HUC17,1707
Swamp Creek,48.5700,-120.7800,1197.9,0.0,NaN,0.0,USWA,HUC17,1711
Swift Creek,46.1600,-122.1800,1353.3,0.0,NaN,-0.4,USWA,HUC17,1708
Thunder Basin,48.5300,-120.9900,1316.7,20.0,82.0,-0.7,USWA,HUC17,1711
Tinkham Creek,47.3300,-121.4700,911.4,2.9,134.0,-0.6,USWA,HUC17,1711
Touchet,46.1200,-117.8500,1685.5,41.9,116.0,-0.2,USWA,HUC17,1707
Trinity,48.0700,-120.8500,893.1,NaN,NaN,-1.0,USWA,HUC17,1702
Trough,47.2300,-120.2900,1670.3,1.2,NaN,-0.6,USWA,HUC17,1702
Upper Wheeler,47.2900,-120.3700,1319.8,67.1,NaN,-0.6,USWA,HUC17,1702
Waterhole,47.9400,-123.4300,1527.0,48.5,NaN,0.0,USWA,HUC17,1711
Wells Creek,48.8700,-121.7900,1228.3,4.6,98.0,-0.2,USWA,HUC17,1711
White Pass E.S.,46.6400,-121.3800,1353.3,46.7,105.0,-0.5,USWA,HUC17,1703
Bald Mtn.,44.8000,-107.8400,2859.0,25.6,91.0,0.2,USWY,HUC10,1008
Base Camp,43.9400,-110.4500,2151.9,46.7,173.0,-0.2,USWY,HUC17,1704
Battle Mountain,41.0500,-107.2700,2267.7,18.7,NaN,-0.6,USWY,HUC14,1405
Bear Trap Meadow,43.8900,-107.0600,2499.4,51.4,NaN,0.0,USWY,HUC10,1009
Beartooth Lake,44.9400,-109.5700,2852.9,NaN,90.0,0.2,USWY,HUC10,1007
Big Goose,44.5800,-107.2000,2435.4,9.7,NaN,0.0,USWY,HUC10,1009
Big Sandy Opening,42.6500,-109.2600,2767.6,35.2,161.0,-0.2,USWY,HUC14,1404
Blackhall Mtn,41.0600,-106.7100,2993.1,0.0,NaN,-0.4,USWY,HUC10,1018
Blackwater,44.3800,-109.7900,2980.9,0.0,83.0,0.0,USWY,HUC10,1008
Blind Bull Sum,42.9600,-110.6100,2636.5,0.0,109.0,0.0,USWY,HUC14,1404
Bone Springs Div,44.6800,-107.5800,2849.9,47.5,85.0,0.0,USWY,HUC10,1008
Brooklyn Lake,41.3600,-106.2300,3121.2,70.6,94.0,-0.7,USWY,HUC10,1018
Burgess Junction,44.7900,-107.5300,2401.8,24.3,98.0,0.0,USWY,HUC10,1009
Burroughs Creek,43.7000,-109.6700,2667.0,0.0,17.0,-0.3,USWY,HUC10,1008
Canyon,44.7200,-110.5100,2398.8,39.1,139.0,0.0,USWY,HUC10,1007
Casper Mtn.,42.7300,-106.3200,2407.9,41.1,62.0,-0.7,USWY,HUC10,1018
Castle Creek,43.6700,-109.3800,2560.3,0.0,NaN,0.0,USWY,HUC10,1008
Cinnabar Park,41.2400,-106.2300,2918.2,28.4,NaN,NaN,USWY,HUC10,1018
Cloud Peak Reservoir,44.4000,-107.0600,3005.3,2.9,84.0,0.0,USWY,HUC10,1009
Cold Springs,43.2800,-109.4500,2935.2,24.1,NaN,0.0,USWY,HUC10,1008
Cole Canyon,44.4900,-104.4100,1801.4,30.8,NaN,0.0,USWY,HUC10,1012
Cottonwood Creek,42.6500,-110.8100,2337.8,0.0,139.0,-0.4,USWY,HUC17,1704
Crow Creek,41.2300,-105.3800,2539.0,NaN,NaN,0.0,USWY,HUC10,1019
Deer Park,42.5900,-108.9000,2956.6,2.2,166.0,-0.4,USWY,HUC10,1008
Divide Peak,41.3000,-107.1500,2706.6,25.5,176.0,-0.2,USWY,HUC10,1018
Dome Lake,44.5700,-107.3000,2706.6,NaN,73.0,0.2,USWY,HUC10,1009
East Rim Divide,43.1300,-110.2000,2417.1,56.6,NaN,-0.7,USWY,HUC14,1404
Elkhart Park G.S.,43.0100,-109.7600,2865.1,33.8,110.0,0.0,USWY,HUC14,1404
Evening Star,44.6500,-109.7800,2804.2,39.2,94.0,0.0,USWY,HUC10,1007
Grand Targhee,43.7800,-110.9300,2822.4,0.0,NaN,0.0,USWY,HUC17,1704
Granite Creek,43.3400,-110.4300,2063.5,28.4,168.0,0.0,USWY,HUC17,1704
Grassy Lake,44.1300,-110.8300,2214.4,2.5,125.0,0.0,USWY,HUC17,1704
Grave Springs,43.4700,-107.2400,2606.0,0.0,58.0,-0.4,USWY,HUC10,1009
Gros Ventre Summit,43.3900,-110.1300,2667.0,26.8,107.0,0.0,USWY,HUC17,1704
Gunsight Pass,43.3800,-109.8800,2993.1,25.1,97.0,0.0,USWY,HUC17,1704
Hams Fork,42.1500,-110.6800,2389.6,50.3,NaN,-0.5,USWY,HUC14,1404
Hansen Sawmill,44.2600,-106.9800,2548.1,0.0,97.0,-0.3,USWY,HUC10,1009
Hobbs Park,42.8700,-109.0900,3078.5,95.5,107.0,-0.2,USWY,HUC10,1008
Indian Creek,42.3000,-110.6800,2872.7,18.8,133.0,0.2,USWY,HUC14,1404
Kelley R.S.,42.2700,-110.8000,2493.3,23.6,207.0,-0.2,USWY,HUC14,1404
Kendall R.S.,43.2500,-110.0200,2359.2,20.8,NaN,-0.5,USWY,HUC14,1404
Kirwin,43.8600,-109.3200,2910.8,7.1,70.0,0.0,USWY,HUC10,1008
Laprele Creek,42.4400,-105.8600,2552.7,3.5,142.0,-0.6,USWY,HUC10,1018
Larsen Creek,42.5800,-109.0900,2743.2,3.3,NaN,-0.4,USWY,HUC10,1018
Lewis Lake Divide,44.2100,-110.6700,2392.7,25.5,120.0,0.0,USWY,HUC17,1704
Little Goose,44.5400,-107.1800,2703.6,29.8,NaN,0.0,USWY,HUC10,1009
Little Snake River,41.0700,-106.9400,2717.3,17.8,NaN,-0.3,USWY,HUC14,1405
Little Warm,43.5000,-109.7500,2856.0,18.1,92.0,-0.3,USWY,HUC10,1008
Loomis Park,43.1700,-110.1400,2511.6,11.5,146.0,0.0,USWY,HUC14,1404
Marquette,44.3000,-109.2400,2670.0,3.2,96.0,0.0,USWY,HUC10,1008
Med Bow,41.3800,-106.3500,3200.4,0.0,NaN,0.2,USWY,HUC10,1018
Middle Powder,43.6300,-107.1800,2365.2,20.7,80.0,-0.2,USWY,HUC10,1008
New Fork Lake,43.1100,-109.9500,2542.0,7.0,NaN,-0.4,USWY,HUC14,1404
North French Creek,41.3300,-106.3800,3087.6,13.7,90.0,-0.4,USWY,HUC10,1018
Old Battle,41.1500,-106.9700,3048.0,33.9,117.0,0.0,USWY,HUC10,1018
Owl Creek,43.6600,-109.0100,2735.6,21.2,NaN,0.0,USWY,HUC10,1008
Parker Peak,44.7300,-109.9100,2865.1,25.6,111.0,0.0,USWY,HUC10,1007
Phillips Bench,43.5200,-110.9100,2499.4,14.5,111.0,0.0,USWY,HUC17,1704
Pocket Creek,42.7100,-109.4100,2852.9,19.9,NaN,NaN,USWY,HUC14,1404
Powder River Pass,44.1600,-107.1300,2889.5,11.2,56.0,0.0,USWY,HUC10,1008
Reno Hill,42.5700,-106.0900,2560.3,1.8,100.0,-0.5,USWY,HUC10,1018
Sage Creek Basin,41.4000,-107.2600,2392.7,11.8,NaN,-0.8,USWY,HUC10,1018
Salt River Summit,42.5100,-110.9100,2328.7,6.6,256.0,-0.3,USWY,HUC17,1704
Sand Lake,41.4600,-106.2800,3063.2,0.0,95.0,-0.5,USWY,HUC10,1018
Sandstone RS,41.1100,-107.1700,2484.1,NaN,NaN,-0.3,USWY,HUC14,1405
Shell Creek,44.5000,-107.4300,2920.0,13.6,81.0,0.0,USWY,HUC10,1008
Snake River Station,44.1300,-110.6700,2109.2,0.0,NaN,-0.3,USWY,HUC17,1704
Snider Basin,42.4900,-110.5300,2456.7,0.0,186.0,-0.7,USWY,HUC14,1404
Soldier Park,44.3500,-107.0100,2657.9,20.3,NaN,0.2,USWY,HUC10,1009
South Brush Creek,41.3300,-106.5000,2572.5,0.0,111.0,-0.6,USWY,HUC10,1018
South Pass,42.5700,-108.8400,2755.4,23.2,151.0,-0.4,USWY,HUC10,1018
Spring Creek Divide,42.5300,-110.6600,2743.2,22.4,NaN,NaN,USWY,HUC14,1404
St. Lawrence Alt,43.0300,-109.1700,2627.4,8.2,NaN,-1.3,USWY,HUC10,1008
Sucker Creek,44.7200,-107.4000,2706.6,1.6,82.0,0.0,USWY,HUC10,1009
Sylvan Lake,44.4800,-110.1600,2566.4,10.1,97.0,0.0,USWY,HUC10,1007
Sylvan Road,44.4800,-110.0400,2170.2,24.4,NaN,0.0,USWY,HUC10,1008
Thumb Divide,44.3700,-110.5800,2432.3,45.3,150.0,0.0,USWY,HUC10,1007
Tie Creek,44.8100,-107.4100,2094.0,10.4,NaN,-0.4,USWY,HUC10,1009
Timber Creek,44.0300,-109.1800,2423.2,30.1,NaN,0.0,USWY,HUC10,1008
Togwotee Pass,43.7500,-110.0600,2920.0,3.8,88.0,0.0,USWY,HUC10,1008
Townsend Creek,42.7000,-108.9000,2651.8,9.7,150.0,-0.5,USWY,HUC10,1008
Triple Peak,42.7600,-110.5900,2590.8,11.9,126.0,0.0,USWY,HUC14,1404
Two Ocean Plateau,44.1500,-110.2200,2816.4,6.8,104.0,0.0,USWY,HUC17,1704
Webber Springs,41.1600,-106.9300,2819.4,1.9,131.0,-0.4,USWY,HUC10,1018
Whiskey Park,41.0000,-106.9100,2728.0,16.9,134.0,-0.6,USCO,HUC14,1405
Willow Creek,42.8200,-110.8400,2462.8,27.2,132.0,0.0,USWY,HUC17,1704
Windy Peak,42.2800,-105.5800,2407.9,16.6,NaN,-0.7,USWY,HUC10,1018
Wolverine,44.8000,-109.6600,2331.7,4.6,NaN,-0.6,USWY,HUC10,1007
Younts Peak,43.9300,-109.8200,2545.1,7.8,65.0,-0.5,USWY,HUC10,1008
ADIN MOUNTAIN,41.2370,-120.7920,1889.8,5.4,NaN,0.0,USCA,HUC18,1802
AGNEW PASS,37.7244,-119.1430,2880.4,6.5,NaN,NaN,USCA,HUC18,1804
ALPHA (SMUD),38.8042,-120.2156,2316.5,34.4,448.0,0.0,USCA,HUC18,1802
BLACKCAP BASIN,37.0670,-118.7700,3139.4,6.8,NaN,NaN,USCA,HUC18,1803
BEACH MEADOWS,36.1261,-118.2935,2331.7,31.3,NaN,-2.0,USCA,HUC18,1803
BIG FLAT,41.0800,-122.9420,1554.5,6.6,NaN,NaN,USCA,HUC18,1801
BIG PINE CREEK,37.1279,-118.4782,2987.0,11.7,NaN,-0.7,USCA,HUC18,1809
BIG MEADOWS (DWR),36.7154,-118.8434,2316.5,6.7,NaN,NaN,USCA,HUC18,1803
BUCKS LAKE,39.8500,-121.2420,1752.6,41.0,281.0,0.4,USCA,HUC18,1802
BLACKS MOUNTAIN,40.7698,-121.1997,2148.8,8.0,NaN,NaN,USCA,HUC18,1802
BLUE CANYON,39.2761,-120.7081,1609.3,4.8,NaN,-0.9,USCA,HUC18,1802
BLOODS CREEK,38.4500,-120.0330,2194.6,28.4,NaN,NaN,USCA,HUC18,1804
BLUE LAKES,38.6130,-119.9310,2438.4,40.9,295.0,0.5,USCA,HUC18,1804
BLACK SPRINGS,38.3750,-120.1920,1981.2,0.0,389.0,-1.7,USCA,HUC18,1804
BIG MEADOWS (SCS),39.4580,-119.9460,2651.8,25.5,NaN,-0.2,USNV,HUC16,1605
BONANZA KING,41.0830,-122.6280,1966.0,26.5,NaN,1.5,USCA,HUC18,1801
BISHOP PASS,37.1000,-118.5570,3413.8,NaN,NaN,NaN,USCA,HUC18,1803
BURNSIDE LAKE,38.7194,-119.8942,2477.7,5.0,NaN,0.2,USCA,HUC16,1605
BETA,38.8000,-120.2000,2316.5,12.6,NaN,NaN,USCA,HUC18,1802
CAPLES LAKE,38.7100,-120.0420,2438.4,12.4,412.0,0.5,USCA,HUC18,1802
CRABTREE MEADOW,36.5637,-118.3479,3261.4,14.1,NaN,NaN,USCA,HUC18,1803
CEDAR PASS,41.5830,-120.3030,2164.1,30.1,NaN,0.0,USCA,HUC18,1802
CHILKOOT MEADOW,37.4100,-119.4900,2179.3,11.8,NaN,0.2,USCA,HUC18,1804
CHAGOOPA PLATEAU,36.4971,-118.4467,3139.4,13.8,NaN,NaN,USCA,HUC18,1803
CHARLOTTE LAKE,36.7777,-118.4266,3169.9,9.5,630.0,0.9,USCA,HUC18,1803
CENT SIERRA SNOW LAB,39.3250,-120.3670,2103.1,8.0,505.0,0.0,USCA,HUC18,1802
CASA VIEJA MEADOWS,36.1984,-118.2716,2529.8,4.0,NaN,-0.5,USCA,HUC18,1803
COTTONWOOD LAKES,36.4838,-118.1775,3093.7,4.2,NaN,0.0,USCA,HUC18,1809
CROWDER FLAT,41.8934,-120.7519,1554.5,18.3,NaN,0.0,USCA,HUC18,1801
CARSON PASS,38.6924,-120.0021,2546.0,NaN,NaN,0.0,USCA,HUC18,1802
DANA MEADOWS,37.8970,-119.2570,2987.0,0.0,301.0,0.5,USCA,HUC18,1804
DEADMAN CREEK,38.3316,-119.6541,2819.4,9.8,327.0,0.9,USCA,HUC18,1804
DEVIL'S POSTPILE,37.6294,-119.0847,2307.0,16.4,NaN,0.8,USCA,HUC18,1804
DISMAL SWAMP,41.9930,-120.1650,2148.8,0.0,182.0,0.0,USCA,HUC17,1712
EBBETTS PASS,38.5610,-119.8080,2651.8,14.6,352.0,0.0,USCA,HUC16,1605
ECHO PEAK 5,38.8490,-120.0790,2377.4,1.0,467.0,0.0,USCA,HUC16,1605
FORESTDALE CREEK,38.6824,-119.9597,2443.6,0.0,NaN,0.0,USCA,HUC16,1605
FALLEN LEAF LAKE,38.9320,-120.0560,1905.0,22.3,NaN,0.0,USCA,HUC16,1605
FOUR TREES,39.8124,-121.3225,1569.7,10.2,NaN,0.0,USCA,HUC18,1802
FORNI RIDGE,38.8050,-120.2130,2316.5,20.1,NaN,NaN,USCA,HUC18,1802
FAREWELL GAP,36.4151,-118.5789,2895.6,33.6,NaN,0.0,USCA,HUC18,1803
GEM PASS,37.7800,-119.1700,3276.6,25.6,NaN,NaN,USCA,HUC18,1809
GIN FLAT,37.7670,-119.7730,2148.8,34.9,NaN,0.0,USCA,HUC18,1804
GREEK STORE,39.0750,-120.5580,1706.9,31.4,NaN,0.0,USCA,HUC18,1802
GIANT FOREST (USACE),36.5620,-118.7650,2026.9,5.7,NaN,0.0,USCA,HUC18,1803
GIANELLI MEADOW,38.2043,-119.8932,2560.3,4.3,328.0,0.5,USCA,HUC18,1804
GOLD LAKE,39.6748,-120.6172,2057.4,8.9,211.0,0.0,USCA,HUC18,1802
GREEN MOUNTAIN,37.5550,-119.2380,2407.9,7.6,NaN,-0.6,USCA,HUC18,1804
GRAVEYARD MEADOW,37.4650,-119.2900,2103.1,NaN,NaN,-0.4,USCA,HUC18,1804
GRIZZLY RIDGE,39.9170,-120.6450,2103.1,43.7,800.0,0.0,USCA,HUC18,1802
HAGANS MEADOW,38.8530,-119.9400,2438.4,NaN,NaN,0.0,USCA,HUC16,1605
HIGHLAND MEADOW,38.4873,-119.8058,2651.8,0.0,NaN,NaN,USCA,HUC18,1804
HIGHLAND LAKES,41.0930,-122.4830,1837.9,NaN,NaN,NaN,USCA,HUC18,1801
HUMBUG,40.1150,-121.3680,1981.2,59.8,362.0,-0.2,USCA,HUC18,1802
HUNTINGTON LAKE (USBR),37.2280,-119.2210,2133.6,NaN,NaN,NaN,USCA,HUC18,1804
HORSE MEADOW (NRCS),38.8365,-119.8873,2608.2,65.4,NaN,0.0,USCA,HUC16,1605
